bookName,authorName,religion,numCopies,checkedOutCopies
The Scepter and the Star,John J. Collins,Christianity,1,0
The Search for the Origins of Christian Worship,Paul F. Bradshaw,Christianity,1,0
The Search for the Origins of Christian Worship: Sources and Methods for the Study of Early Liturgy,Paul F. Bradshaw,Christianity,1,0
The Secret of the Kingdom of God,Hugh Humphrey,Christianity,1,0
The Study of Liturgy,"Cheslyn Jones, etc.",Christianity,1,0
"The Text of the New Testament: Its Transmission, Corruption, and Restoration",Bruce M. Metzger and Bart D. Ehrman,Christianity,1,0
The Trinitatarian Theology of Basil of Caesarea: A Synthesis of Greek Thought and Biblical Truth,Stephen M. Hildenbrand,Christianity,1,0
The Unveiled Christ of the Indian Gurus: A Study on the Contemporary Gurus' Interpretations of Jesus Christ,Rodinmawai Ralte,Christianity,1,0
The Westminister Historical Atlas to the Bible (Revised Edition),George Ernest Wright,Christianity,1,0
The World around the Old Testament: The People and Places of the Ancient Near East,Bill T. Arnold and Brent A. Strawn,Christianity,1,0
Theodore of Mopsuestia: Commentary on the Minor Pauline Epistles,Rowen A. Greer,Christianity,1,0
Theodoret of Cyrus,Istvan Pasztori-Kupan,Christianity,1,0
"Theodoret of Cyrus: The Questions on the Octateuch Volume 2: On Leviticus, Numbers, Deuteronomy, Joshua, Judges and Ruth",Robert C. Hill,Christianity,1,0
Theodoret of Cyrus: The Questions on the Octateuch Volume 1: On Genesis and Exodus,Robert C. Hill,Christianity,1,0
Theological Dictionry of the Old Testament - Volumes I-VI,G. Johannes Botterweck and Helmer Ringgren,Christianity,1,0
To Cast The First Stone,"Jennifer Knust, Tommy Wasserman",Christianity,1,0
Understanding the Alphabet of Dead Sea Scrolls,Ada Yardeni,Christianity,1,0
Understanding the Greek Orthodox Church - 4th Edition,Demetrios J. Constantelos,Christianity,1,0
Violence Unveiled: Humanity at the Crossroads,Gil Bailie,Christianity,1,0
Wealth and Poverty in Early Christianity,Helen Rhee,Christianity,1,0
Western Asceticism,Owen Chadwick,Christianity,1,0
What Are They Saying About the Gospel of Thomas?,Christopher W. Skinner,Christianity,1,0
What is the Bible?,Carl Lotmark,Christianity,1,0
Who Wrote the Bible?,Richard Elliott Friedman,Christianity,1,0
"Studia Patristica, Marcion and the Dating of Synoptic Gospels",Markus Vinzent,Christianity,1,0
Egypt's Role in the Hebrew Bible,N/A,Christianity,1,0
Interpreting the New Testament,"Sherri Brown, Francis J. Maloney,",Christianity,1,0
The Reality of Religious Vioence,Hector Avalos,Christianity,1,0
A Brief Introduction to Chirstianity,Christopher Partridge,Christianity,1,0
Magic in Medieval Manuscripts ,Sophie Page,Christianity,1,0
A History of Early Christian Literature,Justo L. González,Christianity,1,0
The Creation of the Baptist New South,Michael E. Williams Sr.,Christianity,1,0
God's Body ,Christoph Markschies,Christianity,1,0
The Paulist Biblical Commentary,N/A,Christianity,1,0
Job A New Translation,Edward Greenstein,Christianity,1,0
The Torah a Woman's Commentary ,"Tamarah Cohn Eskenaz, Andrea L. Weiss",Christianity,1,0
A Companion to Biblical Interpretation in Early Judaism,Matthias Henze,Judaism,1,0
A People Apart: A Political History of the Jews in Europe 1789-1939,David Vital,Judaism,1,0
A Rivalry of Genius: Jewish and Christian Biblical Intrepretation in Late Antiquity,March Hirshman,Judaism,1,0
Antisemitic Hate Signs in Hebrew Illuminated Manuscripts from Medieval Germany,Ruth Mellinkoff,Judaism,1,0
Apocrypha: Jewish Literature of the Hellenistic Age,Nicholas De Lange,Judaism,1,0
Aspiring Women: A History of the Jewish Foundation for Education of Women,Jenna Weissman Joselit,Judaism,1,0
Brothers for Resistance and Rescue: The Underground Zionist Youth Movement in Hungary during World War II,David Gur,Judaism,1,0
Daughters in the Hebrew Bible,Kimberly D. Russaw,Judaism,1,0
Discoveries in the Judaean Desert XV,Emanuel Tov,Judaism,1,0
Encyclopedia Judaica Volume 1,N/A,Judaism,1,0
Encyclopedia Judaica Volume 10,N/A,Judaism,1,0
Encyclopedia Judaica Volume 11,N/A,Judaism,1,0
Encyclopedia Judaica Volume 12,N/A,Judaism,1,0
Encyclopedia Judaica Volume 13,N/A,Judaism,1,0
Encyclopedia Judaica Volume 14,N/A,Judaism,1,0
Encyclopedia Judaica Volume 15,N/A,Judaism,1,0
Encyclopedia Judaica Volume 16,N/A,Judaism,1,0
Encyclopedia Judaica Volume 2,N/A,Judaism,1,0
Encyclopedia Judaica Volume 3,N/A,Judaism,1,0
Encyclopedia Judaica Volume 4,N/A,Judaism,1,0
Encyclopedia Judaica Volume 5,N/A,Judaism,1,0
Encyclopedia Judaica Volume 6,N/A,Judaism,1,0
Encyclopedia Judaica Volume 7,N/A,Judaism,1,0
Encyclopedia Judaica Volume 8,N/A,Judaism,1,0
Encyclopedia Judaica Volume 9,N/A,Judaism,1,0
Encyclopedia Judaica Volume Yearbook 1973,N/A,Judaism,1,0
Encyclopedia Judaica Volume Yearbook 1974,N/A,Judaism,1,0
Essential Papers on Israel and the Ancient Near East,Frederick E. Greenspahn,Judaism,1,0
Essential Papers on Jewish Culture in Renaissance and Baroque Italy,David B. Ruderman,Judaism,1,0
Essential Papers on Jewish-Christian Relations in the US,Naomi W. Cohen,Judaism,1,0
Essential Papers on Kabbalah,Lawrence Fine,Judaism,1,0
Every Christian's Book on Judaism: Exploring Jewish Faith and Law for a Richer Understanding of Christianity,Ira L. Shafiroff,Judaism,1,0
Gates of Light,Rabbi Joseph Gikatilla,Judaism,1,0
Hebrew English Edition of the Babylonian Talmud: Shabbath (multiple),N/A,Judaism,2,0
Hellenism in the Land of Israel,John J. Collins and Gregory E. Sterling,Judaism,1,0
Heritage and Hellenisn: The Reinvention of Jewish Tradition,Erich S. Gruen,Judaism,1,0
Historical Atlas of Jerusalem,Meir Ben-Dov,Judaism,1,0
Introduction to the Hebrew Bible,John J. Collins,Judaism,1,0
Jewish Feminism: Framed and Reframed,Esther Fuchs,Judaism,1,0
Jewish Inscriptions of Graeco-Roman Egypt,William Horbury and David Noy,Judaism,1,0
"Jewish Inscriptions of Western Europe Volume 1 - Italy (excluding the City of Rome), Spain, and Gaul",David Noy,Judaism,1,0
Jewish Inscriptions of Western Europe: Volume 2 - The City of Rome,David Noy,Judaism,1,0
Jewish Renewal: A Path to Healing and Transformation,Michael Lerner,Judaism,1,0
Jewish Spirituality I: From the Bible through the Middle Ages,Arthur Green,Judaism,1,0
Jewish Spirituality II: From the Sixteenth Century Revival to the Present,Arthur Green,Judaism,1,0
Jewish-Christian Relations,Abel Mordechai Bibliowicz,Judaism,1,0
Jews and Judaaism in World History,Howard N. Lupovitch,Judaism,1,0
JPS Hebrew-English Tanakh,N/A,Judaism,1,0
La Crise Maccabeenne: Historiographie Juive et traditions bibliques,Etienne Nodet,Judaism,1,0
Language & Literacy in Roman Judaea: A Study of the Bar Kokhba Documents,Michael Owen Wise,Judaism,1,0
Mishnayoth (multiple),Philip Blackman,Judaism,1,0
Onkelos on the Torah: Understanding the Bible Text,Israel Drazin and Stanley M. Wagner,Judaism,1,0
Outside the Bible: Ancient Jewish Writings Related to Scripture Volume 1,"Louis H. Feldman, James L. Kugel, and Lawrence H. Schiffman",Judaism,1,0
Outside the Bible: Ancient Jewish Writings Related to Scripture Volume 2,"Louis H. Feldman, James L. Kugel, and Lawrence H. Schiffman",Judaism,1,0
Outside the Bible: Ancient Jewish Writings Related to Scripture Volume 3,"Louis H. Feldman, James L. Kugel, and Lawrence H. Schiffman",Judaism,1,0
Sign of the Covenant: Circumcision in the Priestly Tradition,David A. Bernat,Judaism,1,0
Skies of Parchment - Seas of Ink - Jewissh Illuminated Manuscripts,Marc Michael Epstein,Judaism,1,0
"Stone and Dung, Oil and Spit - Jewish Daily Life in the Time of Jesus",Jodi Magness,Judaism,1,0
Tanakh: The Holy Scriptures,N/A,Judaism,1,0
The Abingdon: Introduction to the Bible: Understanding Jewish and Christian Scriptures,"Joel S. Kaminsky, Joel N. Lohr, and Mark Reasoner",Judaism,1,0
The Composition of the Pentateuch: Renewing the Documentary Hypothesis,Joel S. Baden,Judaism,1,0
The Continuum History of Apocalypticism,"Bernard McGinn, John. J. Collins, Stephen J. Stein",Judaism,1,0
The Eerdmans Dictionary of Early Judaism,John J. Collins and Daniel C. Harlow,Judaism,1,0
The Encyclopedia of Judaism Volume 1,"Jacob Neusner, Alan J. Avery-Peck, William Scott Green",Judaism,1,0
The Encyclopedia of Judaism Volume 2,"Jacob Neusner, Alan J. Avery-Peck, William Scott Green",Judaism,1,0
The Encyclopedia of Judaism Volume 3,"Jacob Neusner, Alan J. Avery-Peck, William Scott Green",Judaism,1,0
The Formation of the Pentateuch,"Jan C. Gertz, Bernard M. Levinson, Dalit Rom-Shiloni, and Konrad Schmid",Judaism,1,0
The German-Jewish Dialogue: An Anthology of Literary texts 1749-1993,Ritchie Robertson,Judaism,1,0
The Holy Land: An Oxford Archaeological Guide,Herome Murphy-O'Connor,Judaism,1,0
The Illustrated Atlas of Jerusalem,Dan Bahat,Judaism,1,0
The Interpreter's Bible Volume 1,N/A,Judaism,1,0
The Invention of Religion: Faith and Covenant in the Book of Exodus,Jan Assmann,Judaism,1,0
The Israelis: Ordinary People in an Extraordinary Land,Donna Rosenthal,Judaism,1,0
The Myth of Ritual Murder: Jews and Magic in Reformation Germany,R. Po-chia Hsia,Judaism,1,0
The Orientalist: Solving the Mystery of a Strange and Dangerous Life ,Tom Reiss,Judaism,1,0
The Origin of the Jews,Steven Weitzman,Judaism,1,0
The Oxford Handbook of Jewish Studies,Martin Goodman,Judaism,1,0
The Routledge Atlas of Jewish History  ,Martin Gilbert,Judaism,1,0
The Talmud: A Biography,Barry Scott Wimpfheimer,Judaism,1,0
"The Wiles of Women/The Wiles of Men: Joseph and Potiphar's Wife in Ancient Near Eastern, Jewish, and Islamic Folklore",Shalom Goldman,Judaism,1,0
Visual Judaism in Late Antiquity: Historical Contexts of Jewish Art,Lee I. Levine,Judaism,1,0
Were the Jews a Mediterranean Society?,Seth Schwartz,Judaism,1,0
The Jews in Late Antiquity,Rodrigo Laham Cohen,Judaism,1,0
Egypt's Role in the Hebrew Bible,Thomas Romer and Shirly Ben-Dor Evian,Judaism,1,0
Jewish Christianity and the History of Judaism,Annette Yoshiko Reed,Judaism,1,0
"Apocalypse Against Empires, Theologies of Resistance in Early Judaism",Anathea Portier-Young,Judaism,1,0
Interpreter's Bible Volume 2,N/A,Judaism,1,0
Jewish Ethics and Morality,"Elliot N. Dorff, Jonathan K. Crane",Judaism,1,0
A Journey Into Christian Art,Helen De Borchgrave,Material Culture,1,0
Ancient Near Eastern History and Culture,"William H. Stiebing, Jr.",Material Culture,1,0
"Bach's Major Vocal Works: Music, Drama, Liturgy",Markus Rathey,Material Culture,1,0
Body Narratives: Motion and Emotion in the French Enlightenment,Susanna Cavilia,Material Culture,1,0
Cookbook of Foods from Bible Days,Jean and Frank McKibbin,Material Culture,1,0
Icons in the Western Church: Toward a More Sacramental Encounter,Jeana Visel,Material Culture,1,0
Ingatheering of the Nations,Ariella Amar and Ruth Jacoby,Material Culture,1,0
"Life of Jesus in Icons: From the ""Bible of Tbilisi""",Francis J. Moloney,Material Culture,1,0
Music in Ancient Israel/Palestine,Joachim Braun,Material Culture,1,0
Painting the Word: Christian Pictures and their Meanings,John Drury,Material Culture,1,0
Seeing Salvation: Images of Christ in Art,Neil Macgregor,Material Culture,1,0
The Arts of Mankind - Early Christian Arts,Andre Malraux and Georges Salles,Material Culture,1,0
The Churches and Catacombs of Early Christian Rome - A Comprehensive Guide,Matilda Webb,Material Culture,1,0
The Dance of Death,Hans Holbein,Material Culture,1,0
"The Food and Feasts of Jesus: The Original Mediterranean Diet, with Menus and Recipes",Douglas E. Neel and Joel A. Pugh,Material Culture,1,0
The Harpercollins Visual Guide to the New Testament - What Archaeology Reveals about the First Christians,Jonathon L. Reed,Material Culture,1,0
The Image of Christ,Gabriel Finaldi,Material Culture,1,0
The Jews in Christian Art - An Illustrated History,Heinz Schreckenberg,Material Culture,1,0
The Letter and  the Scroll - What Archaeology Tells Us About the Bible,Robin Curie and Stephen G. Hyslop,Material Culture,1,0
The New Testament World in Pictures,Paula A. Savage,Material Culture,1,0
A History of the Ancient Near East ca. 3000-323 BC,Marc Van De Mieroop,Eastern,1,0
Buddhism: Introducing the Buddhist Experience,Donald W. Mitchell,Eastern,1,0
Chinese Religion: An Introduction (4th Edition),Laurence G. Thompson,Eastern,1,0
"Ethics, Wealth, and Salvation","Russell Sizemore, Donald Swearer",Eastern,1,0
Facing Our Frailty: Comparative Religious Ethics and the Confucian Death Rituals,Lee H. Yearley,Eastern,1,0
In the Mirror of Memory ,Janet Gyatso,Eastern,1,0
"Orientalism and Religion: Postcolonial Theory, India, and 'The Mystic East'",Richard King,Eastern,1,0
The Anthology 1: Peace is a Simple Step,Ajahn Sumedho,Eastern,1,0
The Anthology 2: Seeds of Understanding,Ajahn Sumedho,Eastern,1,0
The Anthology 3: Direct Realization,Ajahn Sumedho,Eastern,1,0
The Anthology 4: The Sound of Silence,Ajahn Sumedho,Eastern,1,0
The Anthology 5: The Wheel of Truth,Ajahn Sumedho,Eastern,1,0
The Bhagavad-Gita,George Thompson,Eastern,1,0
The Bhagavad-Gita: Krishna's Counsel in Time of War,Barbara Stoler Miller,Eastern,1,0
The Birth of Orientalism,Urs App,Eastern,1,0
The Book on the Living God,Bo Yin Ra,Eastern,1,0
The Buddha,Michael Carrithers,Eastern,1,0
The Empty Mirror: Experiences in a Japanese Zen Monastery,Janwillem van de Wetering,Eastern,1,0
The Experience of Buddhism: Sources and Interpretations,John S. Strong,Eastern,1,0
The Hindu Religious Tradition,Thomas J. Hopkins,Eastern,1,0
The Holy Teaching of Vimalakīrti,Robert Thurman,Eastern,1,0
The Tibetan Book of Living and Dying,Sogyal Rinpoche,Eastern,1,0
The Tibetan Book of the Great Liberation,W. Y. Evans-Wentz,Eastern,1,0
Tokugawa Religion,Robert Bellah,Eastern,1,0
Voice of the Buddha: Buddhaghosa on the Immeasurable Words,Maria Heim,Eastern,1,0
Tsong Khapa's Speech of Gold in the Essence of True Eloquence,Robert Thurman,Eastern,1,0
Stillness Flowing,Ajahn Chah,Eastern,1,0
A Journey to Waco: Autobiography of a Branch Davidian,Clive Doyle,North American,1,0
American Evangelicals Today,Corwin E. Smidt,North American,1,0
American Religions: A Documentary History,R. Marie Griffith,North American,1,0
Billy Budd: And Other Tales,Herman Melville,North American,1,0
"Cave, City, and Eagle's Nest","David Carrasco, Scott Sessions",North American,1,0
Christianity in the United States,David W. Wills,North American,1,0
"Cueva, ciudad y nido de aguila  (Cave, City, and Eagle's Nest)","David Carrasco, Scott Sessions",North American,1,0
Elvis People: The Cult of the King,Ted Harrison,North American,1,0
Encyclopedia of American Religions: Seventh Edition,N/A,North American,1,0
Encyclopedia of Evangelicalism,Randall Balmer,North American,1,0
Encyclopedia of Evangelicalism: Revised and Expanded Edition,Randall Balmer,North American,1,0
Encyclopedia of Religion and the Law in America,N/A,North American,1,0
Mine Eyes Have Seen the Glory,Randall Balmer,North American,1,0
Naming the Antichrist: The History of an American Obsession,Robert Fuller,North American,1,0
"Red, White, and Black: The Peoplese of Early America: Second Edition",Gary B. Nash,North American,1,0
Reflections on the Birth of the Elvis Faith,John Strausbaugh,North American,1,0
Religion in American Public Life,A. James Reichley,North American,1,0
Religion in the Secular City: Toward a Postmodern Theology,Harvey Cox,North American,1,0
Restless Souls: The Making of American Spirituality,Leigh Eric Schmidt,North American,1,0
Slavery & Sin: The Fight Against Slavery and the Rise of Liberal Protestantism,Molly Oshatz,North American,1,0
The Age of Evangelicalism: America's Born-Again Yearss,Steven P. Miller,North American,1,0
The Bible Made Impossible: Why Biblicism Is Not a Truly Evangelical Reading of Scripture,Christian Smith,North American,1,0
The German Roots of Nineteenth-Century American Theology,Annette G. Aubert,North American,1,0
The Making of Working-Class Religion,Matthew Pehl,North American,1,0
The New Metaphysicals: Spirituality and the American Religious Imagination,Coutney Bender,North American,1,0
The Origins of Southern Evangelicalism,Thomas J. Little,North American,1,0
The Oxford Handbook of Evangelical Theology,Gerald R. McDermott,North American,1,0
The Restructuring of American Religion,Robert Wuthnow,North American,1,0
War and the American Difference,Stanley Hauerwas,North American,1,0
White Over Black: American Attitudes Toward the Negro 1550-1812,Winthrop D. Jordan,North American,1,0
"Still Christian, Following Jesus out of American Evangelicalism",David Gushee,North American,1,0
The Uneasy Conscience of Modern Fundamentalism,Richard J. Mouw,North American,1,0
"Race, Religion and Politics: Towards Human Rights in the United States",Stephanie Y. Mitchem,North American,1,0
When Time Shall Be No More,Paul Boyer,North American,1,0
The Classics of Western Spirituality (multiple),(multiple),Classics Western Collection,3,0
A Brief Illustrated Guide to Understanding Islam,I. A. Ibrahim,World,1,0
A Concise Introduction to World Religions,William G. Oxtoby & Alan F. Segal,World,1,0
Africa Bible Commentaries: A One-Volume Commentary Written by 70 African Scholars,Tokunboh Adeyemo,World,1,0
An Illustrated Guide to World Religions,Michael D. Coogan,World,1,0
Cambridge Illustrated History: Religion,John Bowler,World,1,0
Civilizations of the Ancient Near East Volume 1,Jack M. Sasson,World,1,0
Civilizations of the Ancient Near East Volume 2,Jack M. Sasson,World,1,0
Civilizations of the Ancient Near East Volume 3,Jack M. Sasson,World,1,0
Civilizations of the Ancient Near East Volume 4,Jack M. Sasson,World,1,0
Conquest of Violence: The Gandhian Philosophy of Conflict,Joan V. Bondurant,World,1,0
Controversial New Religions,james R. Lewis and Jesper Aagaard Petereson,World,1,0
Encyclopedia of Millenialism and Millenial Movements,Richard Landes,World,1,0
Encylopaedia of the Qur'an: Volumes A-Z,Jane Dammen McAuliffe,World,1,0
"Experiencing the World's Religions: Tradition, Challenge, and Change (2nd Edition)",Michael Molloy,World,1,0
"Experiencing the World's Religions: Tradition, Challenge, and Change (4nd Edition)",Michael Molloy,World,1,0
God On Our Side: Religion in Internation Affairs,Shireen T. Hunter,World,1,0
Historical Dictionary of Shaminism,Graham Harvey and Robert J. Wallis,World,1,0
Human Rights and the World's Major Religion: Volume 1 - The Jewish Tradition,Peter J. Haas,World,1,0
Human Rights and the World's Major Religion: Volume 2 - The Christian Tradition,William H. Brackney,World,1,0
Human Rights and the World's Major Religion: Volume 3 - The Islamic Tradition,Muddathir 'Abd Al-Rahim,World,1,0
Human Rights and the World's Major Religion: Volume 4 - The Hindu Tradition,Harold Coward,World,1,0
Human Rights and the World's Major Religion: Volume 5 - The Buddhist Tradition,Robert E. Florida,World,1,0
Instructor's Manual to Accompany Religions of the World,N/A,World,1,0
Introduction to Mythology - Contemporary Approaches to Classical and World Myths,Eva M. Thury and Margaret K. Devinney,World,1,0
Kinh-Thanh,N/A,World,1,0
"Many Peoples, Many Faiths: Women and Men in the World Religions",Robert S. Ellwood and Barbara A. McGraw,World,1,0
Muhammad,Michael Cook,World,1,0
New Standard Bible (Korean),N/A,World,1,0
Palestine and the Arab-Israeli Conflict (3rd Edition),Charles D. Smith,World,1,0
Princeton Encyclopedia of Islamic Political Thought,Gerhard Bowering,World,1,0
Religion and Culture: Contemporary Practices and Perspectives,Richard D. Hecht and Vincent F. Biondo III,World,1,0
Religions of the Ancient World: A Guide,Sarah Iles Johnston,World,1,0
Religions of the World,"Nielsen, Jr, Hein, Reynolds, …",World,1,0
Religions of the World: Buddhism,Bradley K. Hawkins,World,1,0
Religions of the World: Christianity,Brian Wilson,World,1,0
Religions of the World: Religion in the Twenty-first Century,Mary Pat Fisher,World,1,0
Religious Autobiographies,Gary L. Comstock,World,1,0
Studies on Islam,Merlin L. Swartz,World,1,0
Terror in the Mind of God - The Global Rise of Religious Violence,Mark Juergensmeyer,World,1,0
The Ancient Near East: An Anthology of Texts & Pictures,James B. Pritchard,World,1,0
The Cambridge History of Islam (Volume 1): The Central Islamic Lands,"P.M. Holt, Ann K. S. Lambton, and Bernard Lewis",World,1,0
The Context of Scripture: Archival Documents - Volume 3,William W. Hallo,World,1,0
The Context of Scripture: Canonical Compositions - Volume 1,William W. Hallo,World,1,0
The Context of Scripture: Monumental Inscriptions- Volume 2,William W. Hallo,World,1,0
"The Destructive Power of Religion: Violence in Judaism, Christianity, and Islam Volume 2",J. Harold Ellens,World,1,0
"The Destructive Power of Religion: Violence in Judaism, Christianity, and Islam Volume 3",J. Harold Ellens,World,1,0
"The Destructive Power of Religion: Violence in Judaism, Christianity, and Islam Volume 4",J. Harold Ellens,World,1,0
The Empty Mirror: Experiences in a Japanese Zen Monastery,Janwillem van de Wetering,World,1,0
The Holy Qur'an,A. Y. Ali,World,1,0
The Koran Interpreted,A.J. Arberry,World,1,0
The NEW Cambridge History of Islam (Volume 2):  The Western Islamic World Eleventh to Eighteenth Centuries,Maribel Fierro,World,1,0
The NEW Cambridge History of Islam (Volume 3): The  Eastern Islamic World Eleventh to Eighteenth Centuries,David O. Morgan and Anthony  Reid,World,1,0
The NEW Cambridge History of Islam (Volume 4): Islamic Cultures and Societities to the End of the Eighteenth Century,Robert Irwin,World,1,0
The NEW Cambridge History of Islam (Volume 5): The Islamic World in the Age of Western Dominance,Francis Robinson,World,1,0
The NEW Cambridge History of Islam (Volume 6): Muslims andd Modernity Culture and Society since 1800,Robert W. Hefner,World,1,0
The Oxford Encylopedia of Ancient Egypt - Volumes 1-3,Donald B. Redford,World,1,0
The Qur'an,Alan Jones,World,1,0
The Qur'an,M. A. S.  Abdel Haleem,World,1,0
The Role of Religion in Ancient Civilizations - Select Readings,Kim Woodring,World,1,0
The Youthful God: Anthropomorphism in Early Islam,Professor Doktor Josef van Ess,World,1,0
Voice of Hezobollah: The Statements of Sayyed Hassan Nassrallah,Nicholas Noe,World,1,0
World Religions,Ramdas Lamb,World,1,0
World Scripture: A Comparative Anthology of Sacred Texts,Andrew Wilson,World,1,0
Qur'anic Studies Today,Angelika Neuwirth and Michael A. Sells,World,1,0
Santa Muerte The Skeleton Saint,Andrew Chestnut,World,1,0
The Gnostic New Age,April D. Deconick,Sprituality,1,0
N/A,O'Meara,Sprituality,2,0
1991 Paine Lecture in Religion: Religion and the Postmodern Vision,N/A,Theology,1,0
A Critical Introducion to The Study of Religion,Craig Martin,Theology,1,0
Challenging Richard Dawkins: Why Richard Dawkins is Wrong About God,Kathleen Jones,Theology,1,0
Comparitive Religious Ethics,David Little and Sumner B. Twiss,Theology,1,0
Dynamics of Faith,Paul Tillich,Theology,1,0
Encyclopedia of Science and Religion - Volumes 1-2,N/A,Theology,1,0
God and Religion in the Postmodern World,David Ray Griffin,Theology,1,0
Plurality And Ambiguity,David Tracy,Theology,1,0
Possibilities for Over One Hundredfold More Spiritual Information,Sir John Templeton,Theology,1,0
Quanum Shift: Theological and Pastoral Implications of Contemporary Developments in Science,Heidi Ann Russell,Theology,1,0
Religion: A Search for Meaning,Margaret C. Huff and Ann K. Wetherlit,Theology,1,0
Rethinking Religion: A Concise Introduction,Will Deming,Theology,1,0
Sacred Fury: Understanding Religious Violence,Chrles Selengut,Theology,1,0
Skeptical Theism: New Essays,Trent Dougherty & Justin P. McBrayer,Theology,1,0
Studying Religion: An Introduction through Cases,Gary E. Kessler,Theology,1,0
Taking Sides,Daniel K. Judd,Theology,1,0
The Blackwell Companion to the Study of Religion,Robert A. Segal,Theology,1,0
The Christian Theological Tradition,Catherine A Cory and David T. Landry,Theology,1,0
The Cognitive Science of Religion,James A. Van Slyke,Theology,1,0
The Flowering of Mysticism,Bernard McGinn,Theology,1,0
The Foundations of Mysticism,Bernard McGinn,Theology,1,0
The Growing of Mysticism,Bernard McGinn,Theology,1,0
The Idea of the Holy,Rudolf Otto,Theology,1,0
The Interpretation of Cultures,Clifford Geertz,Theology,1,0
The Oxford Companion to Christian Thought,N/A,Theology,1,0
The Problem of Abortion,Susan Dwyer and Joel Feinberg,Theology,1,0
The Purpose of Life: A Theistic Perspective,Stewart Goetz,Theology,1,0
The Radical Orthodoxy Reader,John Milbank and Simon Oliver,Theology,1,0
The Ways of Philosophy: Searching for a Worthwhile Life,A. L. Herman,Theology,1,0
Theology of Hope,Jurgen Moltmann,Theology,1,0
Thinking About Religion: A Reader,Ivan  Strenski,Theology,1,0
Ways of Being Religious,Gary E. Kessler,Theology,1,0
"Reframing the Masters of Suspicion: Marx, Nietzsche, and Freud (2 Copies)",Andrew Dole,Theology,1,0
The Works of Samuel Hopkins Vol. I,Bruce Kuklick,Theology,1,0
The Works of Samuel Hopkins Vol. II,Bruce Kuklick,Theology,1,0
The Works of Samuel Hopkins Vol. III,Bruce Kuklick,Theology,1,0
Platonopolis,Dominic O'Meara,Theology,1,0
Cosmology and Politics,Dominic O'Meara,Theology,1,0
Religion in the Secular City: Toward a Postmodern Theology,Harvey Cox,Theology,1,0
The Reason For Science,Donald R. Strombeck,Theology,1,0